key	source	title	category	license	url
interpreting-canadas-2019-food-guide-and-food-labelling-for-health-professionals-ecampusontario-170	B.C. Open Collection	Interpreting Canada’s 2019 Food Guide and Food Labelling for Health Professionals (eCampusOntario)	Health and Medical	CC BY-NC-SA 4.0	https://ecampusontario.pressbooks.pub/foodguide/open/download?type=pdf
organizational-behavior-university-of-minnesota-libraries-268	B.C. Open Collection	Organizational Behavior (University of Minnesota Libraries)	Business	CC BY-NC-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/268/formats/Organizational_Behavior_0bfa6c1e7a.pdf
introduction-to-financial-accounting-2021a-lyryx-179	B.C. Open Collection	Introduction to Financial Accounting - 2021A (Lyryx)	Business	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/179/supplementary/Introto_Financial_Accounting2nd_ED_Reviews_f9ffa6b6b6.pdf
pattern-development-sheet-metal-level-1-bccampus-269	B.C. Open Collection	Pattern Development: Sheet Metal Level 1 (BCcampus)	Trades	CC BY 4.0	https://opentextbc.ca/patterndevelopment/open/download?type=pdf
technical-writing-essentials-introduction-to-professional-communications-in-the-technical-fields-h5p-edition-bccampus-399	B.C. Open Collection	Technical Writing Essentials: Introduction to Professional Communications in the Technical Fields - H5P Edition (BCcampus)	Communication & Writing	CC BY 4.0	https://opentextbc.ca/technicalwritingh5p/open/download?type=pdf
problems-in-argument-analysis-and-evaluation	B.C. Open Collection	Problems in Argument Analysis and Evaluation (Windsor Studies in Argumentation)	Humanities	CC BY-NC 4.0	https://ecampusontario.pressbooks.pub/wsia062018/open/download?type=pdf
meat-cutting-and-processing-for-food-service-bccampus-239	B.C. Open Collection	Meat Cutting and Processing for Food Service (BCcampus)	Trades	CC BY 4.0	https://opentextbc.ca/meatcutting/open/download?type=pdf
emarketing	B.C. Open Collection	eMarketing: The Essential Guide to Online Marketing (Saylor Academy)	Business	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/108/formats/e_Marketing_The_Essential_Guide_to_Online_Marketing_a94f0af1f8.pdf
media-society-culture-and-you-an-introductory-mass-communication-text-rebus-community-243	B.C. Open Collection	Media, Society, Culture and You: An Introductory Mass Communication Text (Rebus Community)	Communication & Writing	CC BY 4.0	https://press.rebus.community/mscy/open/download?type=pdf
composition-and-literature-a-handbook-and-anthology-bccampus-85	B.C. Open Collection	Composition and Literature: A Handbook and Anthology (BCcampus)	Humanities	CC BY 4.0	https://opentextbc.ca/provincialenglish/open/download?type=pdf
introduction-to-philosophy-epistemology-rebus-community-183	B.C. Open Collection	Introduction to Philosophy: Epistemology (Rebus Community)	Humanities	CC BY 4.0	https://press.rebus.community/intro-to-phil-epistemology/open/download?type=pdf
media-innovation-and-entrepreneurship	B.C. Open Collection	Media Innovation and Entrepreneurship (Rebus Community)	Business	CC BY 4.0	https://press.rebus.community/media-innovation-and-entrepreneurship/open/download?type=pdf
nationalism-self-determination-and-secession	B.C. Open Collection	Nationalism, Self-determination and Secession (The Open University)	Social Sciences	CC BY-NC-SA 4.0	https://opentextbc.ca/nationalism/open/download?type=pdf
practical-meteorology	B.C. Open Collection	Practical Meteorology: An Algebra-based Survey of Atmospheric Science (The University of British Columbia)	Earth and Ocean Sciences	CC BY-NC-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/274/formats/Practical_Meteorology_v1_02b_Whole_Book_Color_5967de19d7.pdf
an-introduction-to-philosophy-24	B.C. Open Collection	An Introduction to Philosophy	Humanities	CC BY-NC 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/24/formats/OTB_190_01_Introduction_To_Philosophy_pdf_56eee6acc2.pdf
line-b-employability-skills-competency-b-2-describe-expectations-and-responsibilities-of-employers-and-employees-2nd-edition-bccampus-344	B.C. Open Collection	Line B: Employability Skills : Competency B-2: Describe Expectations and Responsibilities of Employers and Employees - 2nd Edition (BCcampus)	Trades	CC BY 4.0	https://opentextbc.ca/tradescommoncoreb2/open/download?type=pdf
histories-of-indigenous-peoples-and-canada-thompson-rivers-university-152	B.C. Open Collection	Histories of Indigenous Peoples and Canada (Thompson Rivers University)	Humanities	CC BY 4.0	https://histindigenouspeoples.pressbooks.tru.ca/open/download?type=pdf
calculus-based-physics-i	B.C. Open Collection	Calculus-Based Physics I	Biological-Physical Sciences	CC BY-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/61/formats/cb_Physics_Ia18_1_31938d9281.pdf
together	B.C. Open Collection	Together: The Science of Social Psychology (NOBA)	Social Sciences	CC BY-NC-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/342/formats/Together_The_Science_of_Social_Psychology_Optimized_for_Screen_Readers_6eeea1e6cf.pdf
psychology-1st-canadian-edition	B.C. Open Collection	Psychology - 1st Canadian Edition (Thompson River University )	Social Sciences	CC BY-NC-SA 4.0	https://psychology.pressbooks.tru.ca/open/download?type=pdf
human-nutrition-2020-edition-university-of-hawaii-at-manoa-155	B.C. Open Collection	Human Nutrition - 2020 Edition (University of Hawai‘i at Mānoa)	Health and Medical	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/155/formats/Human_Nutrition_2020_Edition_1598491699_1_bc04260796.pdf
world-regional-geography-people-places-and-globalization-university-of-minnesota-libraries-publishing-368	B.C. Open Collection	World Regional Geography: People, Places and Globalization (University of Minnesota Libraries Publishing )	Earth and Ocean Sciences	CC BY-NC-SA 4.0	https://open.lib.umn.edu/worldgeography/open/download?type=pdf
line-a-safe-work-practices-competency-a-1-control-workplace-hazards-bccampus-212	B.C. Open Collection	Line A: Safe Work Practices : Competency A-1: Control Workplace Hazards (BCcampus)	Trades	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/212/formats/A1_3baf5af395.pdf
intermediate-financial-accounting-volume-2-2021a-lyryx-167	B.C. Open Collection	Intermediate Financial Accounting: Volume 2 - 2021A (Lyryx)	Business	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/167/formats/OTB_156_02_Intermediate_Financial_Accounting_Vol2_2021_A_d47cb05c57.pdf
bc-reads-adult-literacy-fundamental-english-reader-4-bccampus-45	B.C. Open Collection	BC Reads: Adult Literacy Fundamental English: Reader 4 (BCcampus)	Language Learning	CC BY 4.0	https://opentextbc.ca/abealfreader4/open/download?type=pdf
introduction-to-genetics-thompson-rivers-university-407	B.C. Open Collection	Introduction to Genetics (Thompson Rivers University)	Biological-Physical Sciences	CC BY-NC-SA 4.0	https://opengenetics.pressbooks.tru.ca/open/download?type=pdf
math-for-trades-volume-2-bccampus-238	B.C. Open Collection	Math for Trades: Volume 2 (BCcampus)	Trades	CC BY 4.0	https://opentextbc.ca/mathfortrades2/open/download?type=pdf
introduction-to-criminology-a-canadian-open-education-resource-kwantlen-polytechnic-university-406	B.C. Open Collection	Introduction to Criminology: A Canadian Open Education Resource (Kwantlen Polytechnic University)	Law and Criminal Justice	CC BY 4.0	https://kpu.pressbooks.pub/introcrim/open/download?type=pdf
writing-for-success-1st-canadian-h5p-edition-bccampus-371	B.C. Open Collection	Writing for Success - 1st Canadian H5P Edition (BCcampus)	Communication & Writing	CC BY-NC-SA 4.0	https://opentextbc.ca/writingforsuccessh5p/open/download?type=pdf
the-history-of-our-tribe	B.C. Open Collection	The History of Our Tribe: Hominini (Milne Open Textbooks)	Social Sciences	CC BY-NC-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/338/formats/The_History_of_Our_Tribe_Hominini_1499359886_5493ecdaf0.pdf
a-concise-introduction-to-logic-open-suny-textbooks-4	B.C. Open Collection	A Concise Introduction to Logic (Open SUNY Textbooks)	Humanities	CC BY-NC-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/4/formats/A_Concise_Introduction_to_Logic_1628252183_3f9a83038a.pdf
bc-reads-adult-literacy-fundamental-english-reader-1-bccampus-42	B.C. Open Collection	BC Reads: Adult Literacy Fundamental English: Reader 1 (BCcampus)	Language Learning	CC BY 4.0	https://opentextbc.ca/abealfreader1/open/download?type=pdf
line-e-electrical-fundamentals-competency-e-3-explain-wiring-connections-bccampus-230	B.C. Open Collection	Line E - Electrical Fundamentals Competency E-3: Explain Wiring Connections (BCcampus)	Trades	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/230/formats/E_3_28471974fd.pdf
clinical-procedures-for-safer-patient-care-bccampus-74	B.C. Open Collection	Clinical Procedures for Safer Patient Care (BCcampus)	Health and Medical	CC BY 4.0	https://opentextbc.ca/clinicalskills/open/download?type=pdf
precalculus-3rd-corrected-edition-277	B.C. Open Collection	Precalculus - 3rd Corrected Edition	Math & Stats	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/277/formats/szprecalculus_03f6eff154.pdf
electronic-commerce-the-strategic-perspective-global-text-project-105	B.C. Open Collection	Electronic Commerce: The Strategic Perspective (Global Text Project)	Business	CC BY 3.0	https://opentextbc.ca/electroniccommerce/open/download?type=pdf
laboratory-manual-for-introduction-to-physical-geography-second-edition-bccampus-401	B.C. Open Collection	Laboratory Manual for Introduction to Physical Geography - Second Edition (BCcampus)	Earth and Ocean Sciences	CC BY-NC-SA 4.0	https://opentextbc.ca/geoglabmanualv2/open/download?type=pdf
embedded-controllers-using-c-and-arduino-milne-open-textbooks-109	B.C. Open Collection	Embedded Controllers using C and Arduino (Milne Open Textbooks)	Engineering	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/109/formats/Embedded_Controllers_7a3ab159a5.pdf
professional-communications-oer-module-3-presentations-campus-alberta-294	B.C. Open Collection	Professional Communications OER: Module 3: Presentations (Campus Alberta)	Communication & Writing	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/294/formats/e_Textbook_Part_3_Presentations_8b2dcf614d.pdf
line-d-organizational-skills-competency-d-6-plan-projects-bccampus-227	B.C. Open Collection	Line D: Organizational Skills: Competency D-6: Plan Projects (BCcampus)	Trades	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/227/formats/D_6_a79ee20d41.pdf
introduction-to-tourism-and-hospitality-in-bc-2nd-edition-bccampus-193	B.C. Open Collection	Introduction to Tourism and Hospitality in BC - 2nd Edition (BCcampus)	Hospitality-Tourism	CC BY 4.0	https://opentextbc.ca/introtourism2e/open/download?type=pdf
differential-calculus-for-the-life-sciences	B.C. Open Collection	Differential Calculus for the Life Sciences	Math & Stats	CC BY-NC-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/99/formats/Open_Book_620e0c54e2.pdf
a-brief-introduction-to-engineering-computation-with-matlab	B.C. Open Collection	A Brief Introduction to Engineering Computation with MATLAB	Engineering	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/2/formats/a_brief_introduction_to_engineering_computation_with_matlab_11_8_18a4522bb3.pdf
liberte-211	B.C. Open Collection	Liberté	Language Learning	CC BY-NC-SA 1.0	https://cdn.collection.bccampus.ca/resources/textbooks/211/formats/OTB_016_01_LIBERTE_COMBINED_2d5036230b.pdf
introduction-to-criminal-investigation-processes-practices-and-thinking-justice-institute-of-british-columbia-175	B.C. Open Collection	Introduction to Criminal Investigation: Processes, Practices and Thinking (Justice Institute of British Columbia)	Law and Criminal Justice	CC BY-NC 4.0	https://pressbooks.bccampus.ca/criminalinvestigation/open/download?type=pdf
introduction-to-philosophy-logic-rebus-community-185	B.C. Open Collection	Introduction to Philosophy: Logic (Rebus Community)	Humanities	CC BY 4.0	https://press.rebus.community/intro-to-phil-logic/open/download?type=pdf
provincial-english-bccampus-301	B.C. Open Collection	Provincial English (BCcampus)	Language Learning	CC BY-NC-SA 4.0	https://opentextbc.ca/provincialenglishabe/open/download?type=pdf
global-corruption-4th-edition	B.C. Open Collection	Global Corruption: Its Regulation under International Conventions, US, UK, and Canadian Law and Practice - 4th Edition (University of Victoria)	Law and Criminal Justice	CC BY-NC-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/139/formats/OTB_187_02_Global_Corruption_4th_Edition_d5ab40cb1b.pdf
statistics-using-technology-3rd-edition-coconino-community-college-326	B.C. Open Collection	Statistics Using Technology - 3rd Edition (Coconino Community College)	Math & Stats	CC BY-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/326/formats/statistics_using_technology_3rd_edition_0034879657.pdf
introduction-to-drafting-and-autocad-3d-bccampus-177	B.C. Open Collection	Introduction to Drafting and AutoCAD 3D (BCcampus)	Engineering	CC BY 4.0	https://opentextbc.ca/autocad3d/open/download?type=pdf
writing-for-success	B.C. Open Collection	Writing for Success (University of Minnesota Libraries Publishing)	Communication & Writing	CC BY-NC-SA 4.0	https://open.lib.umn.edu/writingforsuccess/open/download?type=pdf
notes-on-diffy-qs	B.C. Open Collection	Notes on Diffy Qs: Differential Equations for Engineers	Math & Stats	CC BY-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/254/formats/OTB_253_01_Notes_on_Diffy_Qs_Differential_Equations_for_Engineers_d7c8377390.pdf
introducing-marketing-global-text-project-171	B.C. Open Collection	Introducing Marketing (Global Text Project)	Business	CC BY 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/171/formats/Core_Concepts_of_Marketing_c8492ba895.pdf
student-success-bccampus-329	B.C. Open Collection	Student Success (BCcampus)	Academic-Career Success	CC BY 4.0	https://opentextbc.ca/studentsuccess/open/download?type=pdf
global-womens-issues-women-in-the-world-today-extended-version-gpa-publications-140	B.C. Open Collection	Global Women's Issues: Women in the World Today - Extended version (GPA Publications)	Social Sciences	CC0	https://opentextbc.ca/womenintheworld/open/download?type=pdf
neuroscience-canadian-1st-edition	B.C. Open Collection	Neuroscience - Canadian 1st Edition (eCampusOntario)	Biological-Physical Sciences	CC BY 4.0	https://ecampusontario.pressbooks.pub/neurosciencecdn/open/download?type=pdf
physical-geology-2nd-edition-bccampus-271	B.C. Open Collection	Physical Geology - 2nd Edition (BCcampus)	Earth and Ocean Sciences	CC BY 4.0	https://opentextbc.ca/physicalgeology2ed/open/download?type=pdf
digging-into-canadian-soils-an-introduction-to-soil-science-canadian-society-of-soil-science-100	B.C. Open Collection	Digging into Canadian Soils: An Introduction to Soil Science (Canadian Society of Soil Science)	Earth and Ocean Sciences	CC BY-NC 4.0	https://openpress.usask.ca/soilscience/open/download?type=pdf
microbiology-medicine-hat-college-245	B.C. Open Collection	Microbiology (Medicine Hat College)	Biological-Physical Sciences	CC BY-SA 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/245/supplementary/OER_Final_Lab_Manual_1_a1b441e3d4.pdf
data-analysis-british-columbia-ministry-of-advanced-education-training-and-technology-95	B.C. Open Collection	Data Analysis (British Columbia Ministry of Advanced Education, Training and Technology)	Math & Stats	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/95/formats/OTB_259_01_Data_Analysis_eb92c4dca7.pdf
writing-in-college	B.C. Open Collection	Writing in College: From Competence to Excellence (Open SUNY Textbooks)	Communication & Writing	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/372/formats/Writing_in_College_2_21ce2b9941.pdf
principles-of-microeconomics-286	B.C. Open Collection	Principles of Microeconomics (University of Victoria)	Social Sciences	CC BY 4.0	https://pressbooks.bccampus.ca/uvicecon103/open/download?type=pdf
businesstechnical-mathematics-bccampus-60	B.C. Open Collection	Business/Technical Mathematics (BCcampus)	Math & Stats	CC BY 4.0	https://opentextbc.ca/businesstechnicalmath/open/download?type=pdf
psychology	B.C. Open Collection	Psychology: The Science of Human Potential	Social Sciences	CC BY 4.0	https://pressbooks.bccampus.ca/thescienceofhumanpotential/open/download?type=pdf
perspectives-2nd-edition	B.C. Open Collection	Perspectives: An Open Invitation to Cultural Anthropology - 2nd Edition (American Anthropological Association)	Social Sciences	CC BY-NC 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/270/supplementary/Perspectives_Instructor_Manual_6ac1cde2cb.pdf
indigenous-perspectives-on-business-ethics-and-business-law-in-british-columbia-bccampus-380	B.C. Open Collection	Indigenous Perspectives on Business Ethics and Business Law in British Columbia (BCcampus)	Business	CC BY 4.0	https://opentextbc.ca/indigenousperspectivesbusiness/open/download?type=pdf
human-rights-in-brief-gpa-publications-158	B.C. Open Collection	Human Rights in Brief (GPA Publications)	Social Sciences	CC0	https://cdn.collection.bccampus.ca/resources/textbooks/158/formats/OTB_061_01_human_rights_in_brief_0e8d2910e7.pdf
conservation-biology-in-sub-saharan-africa-open-book-publishers-89	B.C. Open Collection	Conservation Biology in Sub-Saharan Africa (Open Book Publishers)	Biological-Physical Sciences	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/89/formats/Wilson_Primack_Conservation_Biology_cc5f4f72c9.pdf
financial-strategy-for-public-managers-rebus-community-126	B.C. Open Collection	Financial Strategy for Public Managers (Rebus Community)	Business	CC BY 4.0	https://press.rebus.community/financialstrategy/open/download?type=pdf
communication-beginnings-an-introductory-listening-and-speaking-text-for-english-language-learners-portland-state-university-library-81	B.C. Open Collection	Communication Beginnings: An Introductory Listening and Speaking Text for English Language Learners (Portland State University Library)	Language Learning	CC BY-NC 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/81/formats/Communication_Beginnings_An_Introductory_Listening_and_Speaking_7b3577f311.pdf
financial-empowerment-personal-finance-for-indigenous-and-non-indigenous-people-university-of-regina-124	B.C. Open Collection	Financial Empowerment: Personal Finance for Indigenous and Non-Indigenous People (University of Regina)	Business	CC BY-NC-SA 4.0	https://opentextbooks.uregina.ca/financialempowerment/open/download?type=pdf
introductory-business-statistics-with-interactive-spreadsheets-1st-canadian-edition-bccampus-198	B.C. Open Collection	Introductory Business Statistics with Interactive Spreadsheets - 1st Canadian Edition (BCcampus)	Math & Stats	CC BY 4.0	https://opentextbc.ca/introductorybusinessstatistics/open/download?type=pdf
principles-of-microeconomics-2021a-lyryx	B.C. Open Collection	Principles of Microeconomics - 2021A Lyryx (Lyryx)	Social Sciences	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/287/formats/CI_Principles_of_Microeconomics_2021_A_40d5ed99b8.pdf
bc-reads-adult-literacy-fundamental-english-course-pack-3-bccampus-38	B.C. Open Collection	BC Reads: Adult Literacy Fundamental English: Course Pack 3 (BCcampus)	Language Learning	CC BY 4.0	https://opentextbc.ca/abealf3/open/download?type=pdf
active-calculus-multivariable-2017-edition-grand-valley-state-university-libraries-11	B.C. Open Collection	Active Calculus: Multivariable - 2017 Edition (Grand Valley State University Libraries)	Math & Stats	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/11/formats/Active_Calculus_Multivariable_355ead1ad9.pdf
learning-to-learn-online-kwantlen-polytechnic-university-208	B.C. Open Collection	Learning to Learn Online (Kwantlen Polytechnic University)	Academic-Career Success	CC BY-SA 4.0	https://kpu.pressbooks.pub/learningtolearnonline/open/download?type=pdf
opening-eyes-onto-inclusion-and-diversity	B.C. Open Collection	Opening Eyes onto Inclusion and Diversity (University of Southern Queensland)	Education	CC BY-NC 4.0	https://usq.pressbooks.pub/openingeyes/open/download?type=pdf
calculus-early-transcendentals-2021a-lyryx-63	B.C. Open Collection	Calculus: Early Transcendentals - 2021A (Lyryx)	Math & Stats	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/63/formats/Calculus_Guichard_Early_Transcendentals_2021_A_bb39f0e4aa.pdf
line-c-tools-and-equipment-competency-c-2-describe-common-power-tools-and-their-uses-bccampus-219	B.C. Open Collection	Line C: Tools and Equipment: Competency C-2: Describe Common Power Tools and Their Uses (BCcampus)	Trades	CC BY 4.0	https://cdn.collection.bccampus.ca/resources/textbooks/219/formats/C_2_1f71e526db.pdf
introduction-to-community-psychology-rebus-community-173	B.C. Open Collection	Introduction to Community Psychology (Rebus Community)	Social Sciences	CC BY 4.0	https://press.rebus.community/introductiontocommunitypsychology/open/download?type=pdf
technical-project-management-in-living-and-geometric-order-3rd-edition-university-of-wisconsin-madison-336	B.C. Open Collection	Technical Project Management in Living and Geometric Order - 3rd Edition (University of Wisconsin-Madison)	Business	CC BY 4.0	https://wisc.pb.unizin.org/technicalpm/open/download?type=pdf
literature-the-humanities-and-humanity-milne-open-textbooks-234	B.C. Open Collection	Literature, the Humanities, and Humanity (Milne Open Textbooks)	Humanities	CC BY-NC-SA 3.0	https://cdn.collection.bccampus.ca/resources/textbooks/234/formats/Literature_the_Humanities_and_Humanity_1_b2d35426aa.pdf
